"pmean" "r" "q0.005" "q0.025" "q0.05" "q0.95" "q0.975" "q0.995"
"28" 0.0142377 0.0675 0.01203016 0.01254212 0.01279383 0.01580411 0.0161575024 0.0168211172
"29" 0.01525451 0.07 0.0129289 0.01347371 0.01373639 0.01690611 0.0172753544 0.0179702695
"30" 0.01620368 0.0725 0.01376248 0.01427949 0.01460284 0.01796406 0.018368913 0.0191830433
"31" 0.01709163 0.075 0.01445431 0.01503562 0.01535601 0.0189873 0.0194158317 0.0202290219
"32" 0.01795963 0.0775 0.01517022 0.01577375 0.01609547 0.01998792 0.0204514521 0.0213689432
"33" 0.01883438 0.08 0.01585057 0.01651641 0.01686305 0.02100464 0.0214806678 0.0223678853
"34" 0.01972041 0.0825 0.0164772 0.01724911 0.01761909 0.02204027 0.0225354126 0.0234052323
"35" 0.02061712 0.085 0.01724913 0.01798542 0.01837778 0.02306836 0.0235917861 0.0245086403
"36" 0.02153032 0.0875 0.01796813 0.01872057 0.01915315 0.02411483 0.024653078 0.0256425642
"37" 0.02245281 0.09 0.01866006 0.01946916 0.01992149 0.0252154 0.025781998 0.0268289331
"38" 0.02337669 0.0925 0.01937517 0.02020669 0.02069836 0.02628794 0.0268743092 0.028006687
"39" 0.02430744 0.095 0.02003463 0.02094008 0.02145685 0.02739923 0.0280299198 0.0292653835
"40" 0.02524601 0.0975 0.02074366 0.0217324 0.02225697 0.02849425 0.0291596409 0.0304401436
"41" 0.02619127 0.1 0.02141182 0.02252349 0.02304636 0.02966116 0.0304110958 0.0316030665
"42" 0.02713896 0.1025 0.02211645 0.02321706 0.023788 0.03074392 0.0315360894 0.032879358
"43" 0.0280931 0.105 0.02280098 0.02398041 0.02455897 0.03193986 0.0326984348 0.0342554809
"44" 0.02904557 0.1075 0.02343799 0.02468035 0.0253193 0.03308505 0.0339042005 0.0355635317
"45" 0.03000105 0.11 0.02409985 0.02539305 0.02607883 0.0342744 0.0351055783 0.0368728042
"46" 0.03095939 0.1125 0.02478225 0.02610539 0.02682913 0.03541933 0.0363500632 0.0382605612
"47" 0.03192313 0.115 0.02535708 0.02679782 0.0275579 0.03664389 0.0376326527 0.0395965554
"48" 0.0328779 0.1175 0.02608647 0.02752473 0.02830669 0.03784549 0.0388583081 0.0408242916
"49" 0.0338334 0.12 0.02661864 0.02819073 0.02902824 0.03904685 0.0400967218 0.042239953
"50" 0.0347893 0.1225 0.02727499 0.02890638 0.0297466 0.04028278 0.041373076 0.0436629506
"51" 0.03574411 0.125 0.02788001 0.0295693 0.03047983 0.04147635 0.0426876983 0.0450862996
"52" 0.03669512 0.1275 0.02838491 0.03020373 0.03119034 0.04270542 0.043996877 0.0464148274
"53" 0.03764602 0.13 0.02899233 0.03083877 0.03183692 0.04397349 0.0452489794 0.0477834812
"54" 0.03859371 0.1325 0.02964233 0.03148835 0.0325145 0.04522196 0.0465760971 0.049440103
"55" 0.03953889 0.135 0.03011886 0.03204231 0.03319665 0.04652553 0.0478033487 0.0510314487
"56" 0.04048155 0.1375 0.03069763 0.0326991 0.03386577 0.04773617 0.0491249942 0.0523477925
"57" 0.04142239 0.14 0.03117736 0.03334322 0.03448923 0.04897486 0.0505043292 0.0537341619
"58" 0.04235251 0.1425 0.03171426 0.03387944 0.03511683 0.05026981 0.0518364558 0.0551310185
"59" 0.04328138 0.145 0.03218991 0.03446697 0.03574919 0.05151138 0.0531257005 0.0566594805
"60" 0.0442114 0.1475 0.03262275 0.03504697 0.03643486 0.05275644 0.05450395 0.0581277454
"61" 0.045138 0.15 0.03309649 0.03563642 0.03707037 0.0540463 0.0559289048 0.0598089853
"62" 0.04605901 0.1525 0.03352257 0.03617252 0.03766655 0.05532824 0.0573299917 0.0611997277
"63" 0.04697787 0.155 0.03396486 0.03674041 0.03825999 0.05666461 0.0587828823 0.0628661152
"64" 0.04789288 0.1575 0.03443169 0.03727945 0.03889942 0.05796415 0.0601473779 0.0642514445
"65" 0.04880528 0.16 0.03495553 0.0377695 0.03947517 0.05935565 0.0615828451 0.0658542542
"66" 0.04971718 0.1625 0.03535828 0.03830209 0.04006108 0.06059821 0.0629669664 0.0674638831
"67" 0.05062332 0.165 0.03581468 0.03878276 0.04061972 0.06187917 0.0643951224 0.0689336284
"68" 0.05152491 0.1675 0.03611982 0.03929719 0.04116956 0.06313799 0.0658163736 0.0705933429
"69" 0.05242274 0.17 0.03646683 0.039804 0.04171391 0.06443906 0.0672693748 0.0720338206
"70" 0.05331343 0.1725 0.03680261 0.04031354 0.04224015 0.06578489 0.0686772614 0.0736371644
"71" 0.05419878 0.175 0.03700632 0.04074831 0.04279266 0.067134 0.0700056467 0.0751659062
"72" 0.0550814 0.1775 0.03752023 0.04123134 0.04332244 0.06854034 0.0715401469 0.0770014133
"73" 0.05595798 0.18 0.03778916 0.04164001 0.04379658 0.06982344 0.0729898478 0.0787970961
"74" 0.05683162 0.1825 0.03823097 0.04208094 0.04427782 0.07111093 0.0743313538 0.0805017518
"75" 0.05769711 0.185 0.0384499 0.04251645 0.04473975 0.07240022 0.0757735229 0.0820882441
"76" 0.0585583 0.1875 0.03874374 0.04295777 0.04525488 0.07379385 0.0771855939 0.083796018
"77" 0.05941782 0.19 0.03908988 0.04337519 0.04568507 0.07517757 0.0786785538 0.0856193355
"78" 0.0602721 0.1925 0.03946518 0.04382909 0.04616003 0.07654611 0.0800595876 0.0874316349
"79" 0.06112262 0.195 0.03962762 0.04424136 0.04657758 0.07795082 0.0816223772 0.0890207158
"80" 0.06196746 0.1975 0.03988691 0.04464355 0.04703566 0.07931772 0.0830998644 0.0907571532
"81" 0.06280471 0.2 0.04029677 0.0451381 0.04746465 0.08064002 0.0845323381 0.0925662875
"82" 0.06363258 0.2025 0.04045173 0.04543748 0.04788552 0.0820655 0.0862001811 0.0941582811
"83" 0.06445866 0.205 0.04073271 0.0457854 0.04831086 0.08348082 0.0877794036 0.0957216904
"84" 0.06527857 0.2075 0.04098269 0.04619021 0.04878212 0.0847388 0.0890420688 0.0977719294
"85" 0.06609222 0.21 0.04123106 0.04656683 0.04914382 0.08615105 0.0905395333 0.0992478001
"86" 0.06690309 0.2125 0.04146599 0.04690555 0.04947823 0.0875529 0.0920778428 0.1012129167
"87" 0.06770933 0.215 0.04159139 0.04721979 0.04986108 0.08903534 0.0936060672 0.102920243
"88" 0.06850511 0.2175 0.04159184 0.04755914 0.05024026 0.09030484 0.0950201901 0.1048626578
"89" 0.06930074 0.22 0.04180051 0.04788596 0.05065724 0.09167949 0.0966594332 0.1067166767
"90" 0.07008682 0.2225 0.04211345 0.04821407 0.05099141 0.09307326 0.0981895099 0.1085372909
"91" 0.07086436 0.225 0.04229375 0.04848734 0.05134156 0.09442198 0.0996983844 0.1100876254
"92" 0.07164461 0.2275 0.04248661 0.04877643 0.05165019 0.09574039 0.1011089573 0.111970176
"93" 0.07241768 0.23 0.04255331 0.04902708 0.05200158 0.09720994 0.1024970289 0.1137173362
"94" 0.07317927 0.2325 0.04291241 0.04928285 0.05238475 0.09854784 0.1042143594 0.1155063626
"95" 0.07393719 0.235 0.04305565 0.04959381 0.05271466 0.09978969 0.1056670787 0.1175914451
"96" 0.07469218 0.2375 0.04333448 0.0498581 0.05298369 0.1012267 0.1070798584 0.1197852306
"97" 0.07543677 0.24 0.04356626 0.05010442 0.05322195 0.1025803 0.1086059385 0.1217073055
"98" 0.07617861 0.2425 0.04368356 0.05033052 0.05352587 0.1039242 0.1102102015 0.1238905044
"99" 0.07691445 0.245 0.04379981 0.05061427 0.05384614 0.1052877 0.111754116 0.1258216196
"100" 0.07764364 0.2475 0.04396806 0.05082523 0.05418985 0.1066724 0.1132621357 0.1277141645
"101" 0.07836334 0.25 0.0441719 0.05113408 0.05445379 0.1080043 0.114789766 0.1296317074
"102" 0.07908326 0.2525 0.04438506 0.0513718 0.05475057 0.1094231 0.116283349 0.1315166981
"103" 0.07979459 0.255 0.04464368 0.05159122 0.05502286 0.1108135 0.1177746358 0.1336899587
"104" 0.08049879 0.2575 0.04464368 0.0518098 0.0552878 0.1121406 0.1194211652 0.1355390295
"105" 0.08119927 0.26 0.04467655 0.05196303 0.05547708 0.1135474 0.1211909561 0.1376900523
"106" 0.08189386 0.2625 0.04478427 0.05215913 0.0557155 0.1148824 0.1225175614 0.1393870405
"107" 0.08258211 0.265 0.0448658 0.05237277 0.05599099 0.1162862 0.1240371402 0.1418439147
"108" 0.08326468 0.2675 0.04493683 0.05250993 0.05612704 0.1176191 0.1256519559 0.1436844896
"109" 0.08394501 0.27 0.04511716 0.05262799 0.05636254 0.1189406 0.1271355688 0.1458069529
"110" 0.0846174 0.2725 0.04517303 0.05277696 0.05656452 0.1202423 0.1286908637 0.1479638325
"111" 0.08528163 0.275 0.0451835 0.05293197 0.05679675 0.1215799 0.1301344789 0.1493681874
"112" 0.08594368 0.2775 0.04536337 0.0530958 0.05700352 0.1230291 0.1318157386 0.1514768682
"113" 0.08659775 0.28 0.04542798 0.05333513 0.05718957 0.1246512 0.1333213328 0.1535040715
"114" 0.08724442 0.2825 0.04554635 0.05348765 0.0573977 0.1259885 0.1348051249 0.1554854075
"115" 0.08788649 0.285 0.04562286 0.05361176 0.05759659 0.1273699 0.1363369053 0.157275095
"116" 0.08852228 0.2875 0.04575314 0.053821 0.05779673 0.1285796 0.1378636019 0.1598486888
"117" 0.08915188 0.29 0.04575759 0.05393345 0.05797121 0.1300369 0.1393800619 0.1616437476
"118" 0.08977641 0.2925 0.04600098 0.05414652 0.05817497 0.1314195 0.1409528393 0.1639636611
"119" 0.09039534 0.295 0.04601522 0.05431463 0.05831721 0.1325858 0.1425253966 0.165960468
"120" 0.09101173 0.2975 0.04601522 0.05446627 0.05845647 0.1340937 0.1442123319 0.1674945658
"121" 0.09162084 0.3 0.0460805 0.05456521 0.05858995 0.1355017 0.1456450835 0.1689571078
"122" 0.09222528 0.3025 0.04614747 0.05465035 0.05878065 0.1369219 0.1471062861 0.1716896002
"123" 0.09281997 0.305 0.0462152 0.05478646 0.05888649 0.1382164 0.1487859895 0.1739603976
"124" 0.09341083 0.3075 0.04629964 0.05491121 0.05897354 0.1396425 0.1503711103 0.1767121452
"125" 0.09399706 0.31 0.04635488 0.05497219 0.05917898 0.1409288 0.1517970242 0.1785839714
"126" 0.09457959 0.3125 0.046414 0.05503088 0.0593338 0.1422252 0.1533600744 0.1805041465
"127" 0.09515618 0.315 0.04646439 0.05510737 0.05954468 0.1436141 0.1550037817 0.1823937823
"128" 0.09572844 0.3175 0.04654059 0.05516794 0.0596698 0.1450289 0.1564659505 0.1839887303
"129" 0.09629383 0.32 0.04654446 0.05516825 0.05978561 0.1463223 0.1580025946 0.1868473726
"130" 0.096858 0.3225 0.04654481 0.05523354 0.05986769 0.1474909 0.1595052726 0.1893103488
"131" 0.09741328 0.325 0.04654481 0.0553551 0.0599815 0.1486706 0.1610011056 0.1913378052
"132" 0.09796437 0.3275 0.04656447 0.05540206 0.06008021 0.1501478 0.1624684938 0.193375959
"133" 0.09851226 0.33 0.04656763 0.05551297 0.06016577 0.1513588 0.1640038256 0.1952334221
"134" 0.09904694 0.3325 0.04665721 0.05558895 0.06026071 0.1526612 0.1655788213 0.1972500583
"135" 0.09957961 0.335 0.0467596 0.05562496 0.06036913 0.153723 0.1672518411 0.1994408569
"136" 0.1001076 0.3375 0.04675997 0.05565779 0.06046684 0.1552001 0.1686596196 0.20128847
"137" 0.1006281 0.34 0.04680641 0.05565846 0.06059293 0.1563308 0.1701576615 0.2035382217
"138" 0.1011506 0.3425 0.046881 0.05571604 0.06073849 0.1576437 0.1718010292 0.2051447241
"139" 0.1016629 0.345 0.04688111 0.05573842 0.06075826 0.1589975 0.17337899 0.2069697959
"140" 0.1021732 0.3475 0.04695823 0.05577922 0.0608801 0.1601563 0.1747863362 0.209007287
"141" 0.1026764 0.35 0.04695865 0.05577922 0.06097599 0.1614974 0.1763705097 0.2113352271
"142" 0.1031797 0.3525 0.04695886 0.0557816 0.06101851 0.1628149 0.1780244837 0.2133995358
"143" 0.1036733 0.355 0.04704742 0.05579825 0.06108503 0.1643446 0.1794699032 0.2154071077
"144" 0.1041622 0.3575 0.04704742 0.05587078 0.06113785 0.1656737 0.1810601817 0.2179254603
"145" 0.1046498 0.36 0.0470676 0.05587078 0.06122408 0.1669087 0.1826762026 0.2201728921
"146" 0.105128 0.3625 0.0470676 0.05600442 0.06128252 0.1681474 0.1842382605 0.2221589897
"147" 0.1056044 0.365 0.0470676 0.05600755 0.06133319 0.1693563 0.185755456 0.2244049335
"148" 0.1060681 0.3675 0.04706765 0.05604406 0.06138973 0.1702992 0.1873860555 0.2265459873
"149" 0.1065352 0.37 0.04706765 0.05606708 0.0614405 0.1715735 0.1888230208 0.228147972
"150" 0.1069961 0.3725 0.04706765 0.05611836 0.06144414 0.1728453 0.1902890003 0.2311144281
"151" 0.107454 0.375 0.04706765 0.05620738 0.06149869 0.1740846 0.1918506351 0.2337286175
"152" 0.107905 0.3775 0.04706765 0.05626954 0.06157397 0.1754334 0.1931560358 0.2354129927
"153" 0.1083464 0.38 0.04709637 0.05626954 0.06160705 0.1766361 0.1946115381 0.2373621851
"154" 0.1087855 0.3825 0.04709647 0.05634169 0.0616801 0.1780597 0.1963616779 0.2399864602
"155" 0.1092228 0.385 0.04709647 0.05637558 0.0617058 0.1792751 0.1981138466 0.2420778528
"156" 0.1096551 0.3875 0.04709647 0.05641037 0.06171079 0.1803628 0.1996842415 0.2436964259
"157" 0.1100867 0.39 0.04709647 0.05642411 0.06172948 0.1817328 0.2013416008 0.2460929033
"158" 0.1105127 0.3925 0.04709647 0.05642411 0.06176077 0.1829591 0.2031047043 0.2483207807
"159" 0.1109328 0.395 0.04709647 0.05642411 0.06177144 0.1842962 0.2042172367 0.250596646
"160" 0.1113445 0.3975 0.04709647 0.05642411 0.06177571 0.1854849 0.2056774907 0.2531652881
"161" 0.1117533 0.4 0.04709647 0.05642411 0.0617786 0.1867193 0.2069836734 0.2554572011
"162" 0.1121604 0.4025 0.04709647 0.05649483 0.06182737 0.1877914 0.208660484 0.2576748992
"163" 0.1125608 0.405 0.04709647 0.05651264 0.06185568 0.1891927 0.2100216955 0.2597237124
"164" 0.1129551 0.4075 0.04709647 0.05654016 0.06186044 0.1904377 0.2112333739 0.2625588654
"165" 0.1133469 0.41 0.04709647 0.05654016 0.06186048 0.1914494 0.212658823 0.2651516773
"166" 0.113733 0.4125 0.04709647 0.05654016 0.06188398 0.1925278 0.2141295132 0.2671901918
"167" 0.1141185 0.415 0.04709647 0.05654016 0.06189519 0.1938185 0.2160516393 0.2693062484
"168" 0.1145016 0.4175 0.04709647 0.05654016 0.06191026 0.1951934 0.2175694134 0.2720810119
"169" 0.1148807 0.42 0.04709647 0.05658443 0.06192852 0.1963658 0.219162288 0.2742028426
"170" 0.1152553 0.4225 0.04709647 0.05658443 0.06196793 0.197586 0.2206945841 0.2760345631
"171" 0.115628 0.425 0.04709647 0.0565874 0.06202377 0.1989827 0.2219504588 0.2786289158
"172" 0.1159928 0.4275 0.04709647 0.0565874 0.06202855 0.2004005 0.2233178477 0.2808829452
"173" 0.1163519 0.43 0.04709647 0.0565874 0.06204047 0.2014941 0.2251533466 0.2827458533
"174" 0.1167098 0.4325 0.04709647 0.0565874 0.06204047 0.2026783 0.2266113489 0.2849341477
"175" 0.1170615 0.435 0.04709647 0.0565874 0.0620486 0.2040088 0.2278141689 0.2872045968
"176" 0.1174122 0.4375 0.04709647 0.05658875 0.0620486 0.2050544 0.2290992042 0.2895738265
"177" 0.1177561 0.44 0.04709647 0.05664859 0.0620486 0.2060577 0.2304686279 0.2911661069
"178" 0.1180991 0.4425 0.04709647 0.05664859 0.0620486 0.2070767 0.2317283465 0.2931700544
"179" 0.1184388 0.445 0.04709647 0.05664859 0.0620486 0.2080091 0.2329406235 0.2952104736
"180" 0.1187711 0.4475 0.04709647 0.05664859 0.0620486 0.2089005 0.2342210849 0.2973057715
"181" 0.1191 0.45 0.04709647 0.05664981 0.0620486 0.210329 0.235732134 0.2993766169
"182" 0.1194263 0.4525 0.04709647 0.05665327 0.0620486 0.2114947 0.2374013228 0.3017009706
"183" 0.1197463 0.455 0.04709647 0.05667266 0.0620486 0.2125843 0.2388161753 0.303585219
"184" 0.1200652 0.4575 0.04709647 0.05667266 0.0620486 0.2138488 0.2400490364 0.3059171279
"185" 0.1203818 0.46 0.04709647 0.05667266 0.06205151 0.2151766 0.2417731725 0.3082303077
"186" 0.1206953 0.4625 0.04714216 0.05667266 0.06206595 0.2163528 0.243441237 0.3105970219
"187" 0.1210044 0.465 0.04714216 0.05667266 0.06206595 0.2171804 0.2446241561 0.3129446117
"188" 0.1213064 0.4675 0.04714216 0.05667266 0.06206595 0.2180022 0.2459854641 0.3144397613
"189" 0.1216051 0.47 0.04714216 0.05667266 0.06206595 0.2192859 0.247338293 0.3167900001
"190" 0.1219011 0.4725 0.04714216 0.05667266 0.06206595 0.2205002 0.2490592916 0.3186004651
"191" 0.1221983 0.475 0.04714216 0.05667266 0.06212675 0.221637 0.2505261407 0.3202049474
"192" 0.1224898 0.4775 0.04714216 0.05667266 0.06212675 0.2224895 0.2519243085 0.322512706
"193" 0.1227813 0.48 0.04714216 0.05667266 0.06212675 0.2235445 0.2536915637 0.3242802108
"194" 0.1230646 0.4825 0.04714216 0.05667266 0.06212675 0.2245512 0.2552439599 0.3269461984
"195" 0.1233486 0.485 0.04714216 0.05667266 0.06212675 0.2257736 0.2564318615 0.329752364
"196" 0.1236275 0.4875 0.04714216 0.05667266 0.06212675 0.2265987 0.257608953 0.3326023392
"197" 0.1239071 0.49 0.04714216 0.05667266 0.06212675 0.2275559 0.2590069778 0.3354316968
"198" 0.1241809 0.4925 0.04714216 0.05667266 0.06212675 0.2285061 0.260535908 0.3372539544
"199" 0.1244516 0.495 0.04714216 0.05667266 0.06212675 0.2292112 0.2617752743 0.3392174559
"200" 0.1247182 0.4975 0.04714216 0.05667266 0.06212675 0.2300948 0.2630337427 0.3414489642
"201" 0.1249814 0.5 0.04714216 0.05667266 0.06212675 0.2309152 0.2639787204 0.3428549439
