"pmean" "r" "q0.005" "q0.025" "q0.05" "q0.95" "q0.975" "q0.995"
"101" 0.5865413 0.25 0.57242888 0.57526375 0.57680671 0.59839087 0.60111353 0.6062567
"102" 0.5865449 0.2525 0.57255578 0.57541597 0.57690669 0.59823076 0.60094777 0.60590733
"103" 0.5865463 0.255 0.57272014 0.57553276 0.57702229 0.59805213 0.60068468 0.60560795
"104" 0.58654 0.2575 0.57293632 0.57563391 0.57705996 0.59794017 0.60047704 0.60537953
"105" 0.5865369 0.26 0.57312756 0.57579868 0.57720582 0.59776131 0.60025522 0.60516599
"106" 0.5865406 0.2625 0.57340042 0.57588617 0.57727302 0.59765834 0.60010154 0.60530999
"107" 0.586538 0.265 0.57343174 0.57601819 0.57743266 0.5975312 0.60006141 0.60493913
"108" 0.586535 0.2675 0.57354589 0.57612534 0.57752351 0.59741669 0.59991208 0.60468258
"109" 0.5865392 0.27 0.5737399 0.57632956 0.57764549 0.597352 0.59981991 0.60456204
"110" 0.5865331 0.2725 0.57400662 0.57642891 0.57777746 0.5971857 0.59971084 0.60452454
"111" 0.5865253 0.275 0.57402064 0.57646179 0.57777647 0.59705898 0.5996072 0.6043286
"112" 0.5865182 0.2775 0.57402699 0.57653731 0.57789749 0.59691155 0.59937989 0.60429217
"113" 0.5865202 0.28 0.57415583 0.57669146 0.5779338 0.59684407 0.59935292 0.60411891
"114" 0.5865134 0.2825 0.57430955 0.57677988 0.57797116 0.5967225 0.59919711 0.60383938
"115" 0.5865096 0.285 0.57448264 0.57692921 0.5781056 0.59663411 0.59908945 0.60382377
"116" 0.5865032 0.2875 0.57457024 0.57701094 0.57815723 0.59649809 0.59891718 0.6035219
"117" 0.5864995 0.29 0.57464007 0.57708571 0.57828433 0.5964946 0.59881777 0.603561
"118" 0.5864926 0.2925 0.57479164 0.57717608 0.57836594 0.59635104 0.59869985 0.60332632
"119" 0.5864904 0.295 0.57499608 0.57730687 0.57843356 0.59633499 0.59859199 0.60323815
"120" 0.586489 0.2975 0.57510251 0.57739079 0.5784891 0.5962934 0.59842808 0.60307572
"121" 0.5864895 0.3 0.57528096 0.57749185 0.57856458 0.59620386 0.59843203 0.60299502
"122" 0.5864876 0.3025 0.57534333 0.57755293 0.57867199 0.59613501 0.59835444 0.60298084
"123" 0.5864838 0.305 0.57546926 0.57769396 0.57869103 0.59607565 0.59830658 0.60296527
"124" 0.5864799 0.3075 0.5756549 0.57773434 0.57882551 0.59594042 0.5982186 0.60278194
"125" 0.5864845 0.31 0.57572315 0.5778045 0.57890151 0.59588289 0.59812093 0.60263821
"126" 0.5864881 0.3125 0.5759689 0.57789841 0.57897664 0.59581032 0.59802528 0.60255063
"127" 0.5864851 0.315 0.5760696 0.5779742 0.5790329 0.59577952 0.59789599 0.60243532
"128" 0.5864812 0.3175 0.57619398 0.57804603 0.57909082 0.59562598 0.5977985 0.60231506
"129" 0.586481 0.32 0.57619555 0.57812283 0.57918954 0.59560168 0.59763934 0.60230528
"130" 0.5864893 0.3225 0.5763151 0.57822571 0.57928677 0.59545544 0.59757559 0.6020664
"131" 0.5864895 0.325 0.57642025 0.57830419 0.57934652 0.59542842 0.59748202 0.60205036
"132" 0.5864895 0.3275 0.57657818 0.57830941 0.5794111 0.59535241 0.59740261 0.60199194
"133" 0.5864834 0.33 0.57661824 0.57838605 0.57946647 0.59532625 0.59739171 0.60194716
"134" 0.5864842 0.3325 0.57680155 0.57851328 0.5795453 0.59527433 0.59735866 0.60180966
"135" 0.5864842 0.335 0.5768794 0.57861442 0.57960199 0.59526294 0.5972639 0.60168773
"136" 0.5864989 0.3375 0.57693814 0.57871792 0.57971738 0.59516307 0.59721365 0.60176966
"137" 0.5865343 0.34 0.57703054 0.57880488 0.5797842 0.59517969 0.59711049 0.60176984
"138" 0.5866159 0.3425 0.57729749 0.578956 0.5799563 0.59520522 0.5971707 0.60185749
"139" 0.5867473 0.345 0.57750497 0.57917643 0.58012031 0.59524875 0.59725214 0.60197305
"140" 0.5869373 0.3475 0.57772061 0.57944684 0.58037534 0.59533115 0.59743776 0.60201924
"141" 0.5871989 0.35 0.57806328 0.57978263 0.58066072 0.59556235 0.59762661 0.6022725
"142" 0.5875405 0.3525 0.57849319 0.58019168 0.58106904 0.59580869 0.59797766 0.60272486
"143" 0.5879686 0.355 0.5791191 0.5807081 0.58154375 0.59620238 0.59828899 0.60309358
"144" 0.5884924 0.3575 0.57966472 0.58130792 0.58212635 0.5966805 0.59887192 0.60354031
"145" 0.5891149 0.36 0.58037644 0.58199894 0.58280339 0.59721038 0.59935609 0.60418041
"146" 0.5898437 0.3625 0.58128526 0.58282672 0.58363652 0.59785614 0.60000196 0.60486068
"147" 0.5906837 0.365 0.5822399 0.5837074 0.58454677 0.59860552 0.60073882 0.60545987
"148" 0.5916369 0.3675 0.58331159 0.58471323 0.5855688 0.59951367 0.60163666 0.60636849
"149" 0.5927051 0.37 0.58449776 0.58586597 0.58670782 0.60051926 0.60262187 0.60739638
"150" 0.5938919 0.3725 0.58585489 0.58716038 0.58796475 0.60163261 0.60381398 0.60849253
"151" 0.5952019 0.375 0.58730612 0.58857429 0.58931794 0.60295156 0.60493113 0.60959285
"152" 0.5966323 0.3775 0.58873478 0.59006369 0.59078614 0.60437628 0.60630279 0.61101224
"153" 0.5981867 0.38 0.59034302 0.5917222 0.59238177 0.60592702 0.60777772 0.61240001
"154" 0.5998628 0.3825 0.59217369 0.59341596 0.59414246 0.60753278 0.60939382 0.61402555
"155" 0.6016698 0.385 0.59388171 0.59529441 0.59598122 0.6092739 0.61111749 0.61577349
"156" 0.6036031 0.3875 0.59595011 0.59722629 0.59797216 0.61114152 0.61306875 0.61747627
"157" 0.6056682 0.39 0.59802602 0.59936364 0.60006588 0.6131345 0.61506409 0.61937483
"158" 0.6078608 0.3925 0.60024932 0.6015885 0.60233575 0.61526277 0.61719726 0.62129355
"159" 0.6101781 0.395 0.60275663 0.60398436 0.60466831 0.61745105 0.61947491 0.62354116
"160" 0.6126182 0.3975 0.60513269 0.60650173 0.6071594 0.61994063 0.62180084 0.62586905
"161" 0.6151862 0.4 0.60774998 0.60907813 0.60980742 0.62243636 0.62428807 0.62833903
"162" 0.6178755 0.4025 0.6104696 0.61178879 0.61250884 0.62505507 0.62688015 0.6308724
"163" 0.6206826 0.405 0.61330013 0.61464731 0.61537534 0.62774262 0.62968013 0.63352369
"164" 0.6236164 0.4075 0.61635284 0.61765806 0.61835928 0.63067771 0.63262508 0.63623685
"165" 0.6266681 0.41 0.61940966 0.62071966 0.6214509 0.63365874 0.63561556 0.63928278
"166" 0.6298333 0.4125 0.62267967 0.62392886 0.62464148 0.6367404 0.63868994 0.64255356
"167" 0.6331229 0.415 0.625984 0.62725045 0.62795728 0.63994687 0.64183397 0.64578067
"168" 0.6365199 0.4175 0.62932181 0.63074671 0.63140912 0.64326251 0.64504814 0.64907202
"169" 0.6400321 0.42 0.63287717 0.63430078 0.63497353 0.64671913 0.64855382 0.65240595
"170" 0.6436522 0.4225 0.63659582 0.63795982 0.63864389 0.65036379 0.65206468 0.65595758
"171" 0.6473806 0.425 0.6403954 0.64172401 0.64242132 0.65398313 0.65572822 0.65967928
"172" 0.6512179 0.4275 0.6442572 0.64562867 0.64622377 0.65774813 0.65955792 0.6633943
"173" 0.6551596 0.43 0.64827784 0.6495905 0.65026312 0.66166328 0.66351774 0.66718298
"174" 0.6592091 0.4325 0.65229417 0.6536645 0.65433404 0.6656932 0.66750096 0.671214
"175" 0.6633532 0.435 0.65654036 0.65784625 0.6585119 0.66978742 0.6715422 0.67540053
"176" 0.6675969 0.4375 0.6608409 0.66210624 0.66283612 0.67398941 0.67566371 0.67973059
"177" 0.6719406 0.44 0.66526583 0.66650599 0.66719795 0.67823426 0.68004678 0.68390422
"178" 0.6763809 0.4425 0.66978564 0.67098813 0.67169028 0.68261687 0.68439658 0.68818131
"179" 0.6809092 0.445 0.67440379 0.67553642 0.67620697 0.68709741 0.68890126 0.69261627
"180" 0.6855237 0.4475 0.67909109 0.68024185 0.68086522 0.69167527 0.69357223 0.69716988
"181" 0.6902305 0.45 0.68383245 0.68495966 0.68561298 0.69631917 0.69824876 0.70200559
"182" 0.6950147 0.4525 0.68865468 0.68979832 0.69047259 0.70105103 0.70287806 0.70675608
"183" 0.6998846 0.455 0.69350458 0.69472708 0.69536909 0.7058911 0.70767127 0.71150938
"184" 0.7048395 0.4575 0.69836174 0.69975021 0.70042542 0.71081531 0.71257104 0.71650143
"185" 0.7098655 0.46 0.70361489 0.70476943 0.70548327 0.71580787 0.7174912 0.72122037
"186" 0.7149708 0.4625 0.70877787 0.70992611 0.71061983 0.72086762 0.72250417 0.72645121
"187" 0.7201521 0.465 0.71400171 0.71523361 0.71587475 0.72600972 0.7276122 0.73163833
"188" 0.7254068 0.4675 0.71934347 0.7205037 0.72115859 0.73114942 0.73279455 0.73671679
"189" 0.7307398 0.47 0.72476415 0.72590947 0.7265078 0.7364097 0.7380405 0.74182386
"190" 0.7361424 0.4725 0.73030125 0.73130986 0.73195245 0.74179687 0.74342081 0.74714791
"191" 0.7416086 0.475 0.73566432 0.73687328 0.7374336 0.74722772 0.74878042 0.75263096
"192" 0.7471509 0.4775 0.74131573 0.74235422 0.74301574 0.75269411 0.75429728 0.75809673
"193" 0.7527643 0.48 0.74691712 0.74800074 0.74863204 0.75826176 0.75994216 0.763623
"194" 0.7584669 0.4825 0.75264711 0.75382533 0.75436509 0.76395609 0.76566036 0.76923143
"195" 0.7642444 0.485 0.75852132 0.75961175 0.76022389 0.76969329 0.7712629 0.77499091
"196" 0.7700984 0.4875 0.76441 0.76550527 0.76613155 0.77545444 0.77700082 0.7807467
"197" 0.7760377 0.49 0.77040703 0.7715229 0.77211283 0.78136211 0.78292129 0.7864935
"198" 0.7820706 0.4925 0.77640369 0.77754576 0.77813618 0.7872976 0.78882157 0.79226335
"199" 0.7881943 0.495 0.78265776 0.78373979 0.7842856 0.79332148 0.79486814 0.7983651
"200" 0.7944063 0.4975 0.7888905 0.78994252 0.79053253 0.79950617 0.80094303 0.80484352
"201" 0.8007067 0.5 0.79512072 0.79625381 0.79686591 0.80584744 0.80719008 0.81088269
